Frame	Time	LH_pinky_fingertip X	LH_pinky_fingertip Y	LH_pinky_fingertip Z	LH_pinky_fingertip Type	LH_pinky_DIP X	LH_pinky_DIP Y	LH_pinky_DIP Z	LH_pinky_DIP Type	LH_pinky_PIP X	LH_pinky_PIP Y	LH_pinky_PIP Z	LH_pinky_PIP Type	LH_pinky_MCP X	LH_pinky_MCP Y	LH_pinky_MCP Z	LH_pinky_MCP Type	LH_ring_fingertip X	LH_ring_fingertip Y	LH_ring_fingertip Z	LH_ring_fingertip Type	LH_ring_DIP X	LH_ring_DIP Y	LH_ring_DIP Z	LH_ring_DIP Type	LH_ring_PIP X	LH_ring_PIP Y	LH_ring_PIP Z	LH_ring_PIP Type	LH_ring_MCP X	LH_ring_MCP Y	LH_ring_MCP Z	LH_ring_MCP Type	LH_middle_fingertip X	LH_middle_fingertip Y	LH_middle_fingertip Z	LH_middle_fingertip Type	LH_middle_DIP X	LH_middle_DIP Y	LH_middle_DIP Z	LH_middle_DIP Type	LH_middle_PIP X	LH_middle_PIP Y	LH_middle_PIP Z	LH_middle_PIP Type	LH_middle_MCP X	LH_middle_MCP Y	LH_middle_MCP Z	LH_middle_MCP Type	LH_index_fingertip X	LH_index_fingertip Y	LH_index_fingertip Z	LH_index_fingertip Type	LH_index_DIP X	LH_index_DIP Y	LH_index_DIP Z	LH_index_DIP Type	LH_index_PIP X	LH_index_PIP Y	LH_index_PIP Z	LH_index_PIP Type	LH_index_MCP X	LH_index_MCP Y	LH_index_MCP Z	LH_index_MCP Type	LH_thumb_fingertip X	LH_thumb_fingertip Y	LH_thumb_fingertip Z	LH_thumb_fingertip Type	LH_thumb_IP2 X	LH_thumb_IP2 Y	LH_thumb_IP2 Z	LH_thumb_IP2 Type	LH_thumb_IP1 X	LH_thumb_IP1 Y	LH_thumb_IP1 Z	LH_thumb_IP1 Type	LH_thumb_MCP2 X	LH_thumb_MCP2 Y	LH_thumb_MCP2 Z	LH_thumb_MCP2 Type	LH_thumb_MCP1 X	LH_thumb_MCP1 Y	LH_thumb_MCP1 Z	LH_thumb_MCP1 Type	LH_thumb_base X	LH_thumb_base Y	LH_thumb_base Z	LH_thumb_base Type	LH_wrist2 X	LH_wrist2 Y	LH_wrist2 Z	LH_wrist2 Type	LH_wrist1 X	LH_wrist1 Y	LH_wrist1 Z	LH_wrist1 Type	RH_thumb_fingertip X	RH_thumb_fingertip Y	RH_thumb_fingertip Z	RH_thumb_fingertip Type	RH_thumb_IP1 X	RH_thumb_IP1 Y	RH_thumb_IP1 Z	RH_thumb_IP1 Type	RH_thumb_IP2 X	RH_thumb_IP2 Y	RH_thumb_IP2 Z	RH_thumb_IP2 Type	RH_thumb_MCP1 X	RH_thumb_MCP1 Y	RH_thumb_MCP1 Z	RH_thumb_MCP1 Type	RH_thumb_MCP2 X	RH_thumb_MCP2 Y	RH_thumb_MCP2 Z	RH_thumb_MCP2 Type	RH_thumb_base X	RH_thumb_base Y	RH_thumb_base Z	RH_thumb_base Type	RH_wrist2 X	RH_wrist2 Y	RH_wrist2 Z	RH_wrist2 Type	RH_wrist1 X	RH_wrist1 Y	RH_wrist1 Z	RH_wrist1 Type	RH_index_fingertip X	RH_index_fingertip Y	RH_index_fingertip Z	RH_index_fingertip Type	RH_index_DIP X	RH_index_DIP Y	RH_index_DIP Z	RH_index_DIP Type	RH_index_PIP X	RH_index_PIP Y	RH_index_PIP Z	RH_index_PIP Type	RH_index_MCP X	RH_index_MCP Y	RH_index_MCP Z	RH_index_MCP Type	RH_middle_fingertip X	RH_middle_fingertip Y	RH_middle_fingertip Z	RH_middle_fingertip Type	RH_middle_DIP X	RH_middle_DIP Y	RH_middle_DIP Z	RH_middle_DIP Type	RH_middle_PIP X	RH_middle_PIP Y	RH_middle_PIP Z	RH_middle_PIP Type	RH_middle_MCP X	RH_middle_MCP Y	RH_middle_MCP Z	RH_middle_MCP Type	RH_ring_fingertip X	RH_ring_fingertip Y	RH_ring_fingertip Z	RH_ring_fingertip Type	RH_ring_DIP X	RH_ring_DIP Y	RH_ring_DIP Z	RH_ring_DIP Type	RH_ring_PIP X	RH_ring_PIP Y	RH_ring_PIP Z	RH_ring_PIP Type	RH_ring_MCP X	RH_ring_MCP Y	RH_ring_MCP Z	RH_ring_MCP Type	RH_pinky_fingertip X	RH_pinky_fingertip Y	RH_pinky_fingertip Z	RH_pinky_fingertip Type	RH_pinky_DIP X	RH_pinky_DIP Y	RH_pinky_DIP Z	RH_pinky_DIP Type	RH_pinky_PIP X	RH_pinky_PIP Y	RH_pinky_PIP Z	RH_pinky_PIP Type	RH_pinky_MCP X	RH_pinky_MCP Y	RH_pinky_MCP Z	RH_pinky_MCP Type
1242	6.89444	1199.313	-78.638	194.198	Measured	1216.589	-65.809	203.061	Measured	1229.647	-46.936	221.809	Measured	1201.573	-29.318	265.665	Measured	1299.456	-66.848	225.114	Measured	1252.454	-48.105	254.79	Measured	1282.81	-61.181	238.915	Measured	1199.493	-47.06	276.376	Measured	1310.759	-86.339	287.309	Measured	1289.785	-85.508	290.642	Measured	1255.232	-76.14	287.916	Measured	1199.703	-62.818	284.315	Measured	1297.127	-121.553	281.71	Measured	1276.528	-116.342	287.877	Measured	1247.198	-107.842	291.888	Measured	1194.249	-89.537	286.078	Measured	1215.689	-172.054	260.06	Measured	1198.963	-148.2	260.015	Measured	1194.915	-165.463	243.685	Measured	1172.296	-136.786	254.18	Measured	1162.742	-142.097	230.088	Measured	1133.094	-114.23	235.442	Measured	1101.172	-44.734	256.268	Measured	1107.795	-64.387	260.869	Measured	1210.902	-480.548	259.941	Measured	1189.264	-491.936	245.724	Measured	1193.889	-506.295	266.413	Measured	1156.923	-513.787	237.345	Measured	1162.442	-523.311	260.748	Measured	1123.923	-541.314	241.652	Measured	1087.644	-601.773	263.535	Measured	1096.666	-581.904	267.067	Measured	1283.49	-536.432	288.338	Measured	1264.483	-543.481	293.275	Measured	1239.607	-551.315	296.787	Measured	1183.649	-569.148	295.48	Measured	1300.027	-578.359	291.926	Measured	1282.003	-584.878	292.006	Measured	1247.471	-588.682	290.525	Measured	1190.701	-596.66	291.548	Measured	1285.442	-599.176	228.205	Measured	1270.648	-606.39	239.078	Measured	1239.194	-612.88	256.904	Measured	1191.531	-615.565	280.438	Measured	1203.521	-576.292	192.875	Measured	1210.725	-596.402	203.351	Measured	1213.681	-618.082	227.737	Measured	1194.791	-630.145	267.775	Measured
1243	6.9	1199.172	-78.661	194.254	Measured	1216.477	-65.88	203.11	Measured	1229.568	-47.011	221.821	Measured	1201.58	-29.307	265.664	Measured	1299.422	-66.877	225.106	Measured	1252.418	-48.115	254.803	Measured	1282.782	-61.187	238.971	Measured	1199.492	-47.065	276.421	Measured	1310.779	-86.306	287.237	Measured	1289.786	-85.522	290.587	Measured	1255.236	-76.014	287.766	Measured	1199.733	-62.837	284.343	Measured	1297.121	-121.585	281.714	Measured	1276.541	-116.329	287.847	Measured	1247.203	-107.873	291.912	Measured	1194.262	-89.563	286.113	Measured	1215.676	-172.079	260.09	Measured	1198.949	-148.19	260.03	Measured	1194.912	-165.457	243.69	Measured	1172.293	-136.819	254.236	Measured	1162.727	-142.132	230.147	Measured	1133.089	-114.251	235.491	Measured	1101.178	-44.76	256.308	Measured	1107.787	-64.405	260.918	Measured	1210.907	-480.59	260.011	Measured	1189.245	-491.988	245.795	Measured	1193.876	-506.318	266.447	Measured	1156.907	-513.838	237.42	Measured	1162.437	-523.34	260.813	Measured	1123.901	-541.356	241.721	Measured	1087.638	-601.821	263.569	Measured	1096.661	-581.945	267.115	Measured	1283.484	-536.462	288.34	Measured	1264.467	-543.521	293.292	Measured	1239.595	-551.343	296.822	Measured	1183.635	-569.202	295.537	Measured	1299.978	-578.461	291.981	Measured	1281.954	-584.97	292.072	Measured	1247.448	-588.754	290.542	Measured	1190.682	-596.694	291.548	Measured	1285.417	-599.123	228.15	Measured	1270.617	-606.4	239.08	Measured	1239.159	-612.902	256.859	Measured	1191.522	-615.599	280.414	Measured	1203.048	-578.043	193.389	Measured	1210.407	-597.233	202.955	Measured	1213.624	-618.028	227.693	Measured	1194.843	-630.094	267.824	Measured
1244	6.90556	1199.049	-78.621	194.282	Measured	1216.395	-65.932	203.163	Measured	1229.529	-47.096	221.843	Measured	1201.592	-29.273	265.695	Measured	1299.493	-66.916	225.251	Measured	1252.372	-48.036	254.919	Measured	1282.755	-61.176	239.007	Measured	1199.498	-47.059	276.44	Measured	1310.783	-86.27	287.175	Measured	1289.811	-85.509	290.521	Measured	1255.269	-76.074	287.825	Measured	1199.73	-62.836	284.373	Measured	1297.114	-121.587	281.71	Measured	1276.54	-116.309	287.813	Measured	1247.148	-107.814	291.954	Measured	1194.26	-89.563	286.12	Measured	1215.699	-172.084	260.124	Measured	1198.942	-148.177	260.038	Measured	1194.904	-165.449	243.699	Measured	1172.28	-136.82	254.262	Measured	1162.725	-142.15	230.177	Measured	1133.087	-114.256	235.517	Measured	1101.177	-44.763	256.334	Measured	1107.788	-64.415	260.946	Measured	1210.886	-480.619	260.076	Measured	1189.238	-492.021	245.87	Measured	1193.87	-506.317	266.477	Measured	1156.899	-513.853	237.492	Measured	1162.42	-523.359	260.878	Measured	1123.876	-541.369	241.782	Measured	1087.62	-601.845	263.58	Measured	1096.64	-581.971	267.162	Measured	1283.481	-536.493	288.345	Measured	1264.456	-543.526	293.278	Measured	1239.573	-551.366	296.823	Measured	1183.617	-569.264	295.582	Measured	1299.948	-578.536	292.026	Measured	1281.93	-585.047	292.111	Measured	1247.415	-588.794	290.568	Measured	1190.659	-596.728	291.57	Measured	1285.394	-599.128	228.174	Measured	1270.584	-606.408	239.067	Measured	1239.128	-612.891	256.794	Measured	1191.519	-615.605	280.385	Measured	1202.757	-577.948	193.463	Measured	1209.99	-596.413	203.417	Measured	1213.547	-617.915	227.606	Measured	1194.792	-630.157	267.674	Measured
1245	6.91111	1198.946	-78.552	194.284	Measured	1216.322	-65.956	203.192	Measured	1229.482	-47.116	221.828	Measured	1201.591	-29.235	265.698	Measured	1299.479	-66.845	225.275	Measured	1252.367	-48.048	254.847	Measured	1282.745	-61.148	238.995	Measured	1199.492	-47.029	276.455	Measured	1310.783	-86.214	287.126	Measured	1289.812	-85.456	290.476	Measured	1255.273	-76.038	287.805	Measured	1199.732	-62.801	284.374	Measured	1297.113	-121.558	281.684	Measured	1276.521	-116.285	287.808	Measured	1247.15	-107.78	291.952	Measured	1194.264	-89.539	286.128	Measured	1215.685	-172.059	260.131	Measured	1198.954	-148.127	260.066	Measured	1194.889	-165.429	243.691	Measured	1172.284	-136.802	254.266	Measured	1162.724	-142.121	230.178	Measured	1133.069	-114.236	235.517	Measured	1101.179	-44.743	256.342	Measured	1107.797	-64.377	260.955	Measured	1210.881	-480.606	260.135	Measured	1189.225	-492.011	245.91	Measured	1193.865	-506.31	266.532	Measured	1156.9	-513.781	237.533	Measured	1162.408	-523.347	260.924	Measured	1123.853	-541.336	241.828	Measured	1087.605	-601.838	263.58	Measured	1096.629	-581.955	267.171	Measured	1283.458	-536.514	288.342	Measured	1264.452	-543.55	293.282	Measured	1239.572	-551.357	296.835	Measured	1183.599	-569.267	295.597	Measured	1299.928	-578.57	292.042	Measured	1281.889	-585.068	292.118	Measured	1247.392	-588.826	290.571	Measured	1190.638	-596.738	291.584	Measured	1285.388	-599.137	228.192	Measured	1270.556	-606.405	239.08	Measured	1239.101	-612.876	256.751	Measured	1191.505	-615.619	280.36	Measured	1202.537	-577.812	193.468	Measured	1209.791	-596.248	203.377	Measured	1213.469	-617.766	227.502	Measured	1194.794	-630.144	267.613	Measured
1246	6.91667	1198.844	-78.58	194.324	Measured	1216.247	-66.029	203.274	Measured	1229.429	-47.066	221.779	Measured	1201.583	-29.193	265.704	Measured	1299.404	-66.771	225.117	Measured	1252.348	-47.975	254.814	Measured	1282.732	-61.107	238.926	Measured	1199.484	-46.961	276.457	Measured	1310.78	-86.17	287.093	Measured	1289.822	-85.377	290.421	Measured	1255.277	-75.987	287.8	Measured	1199.731	-62.741	284.371	Measured	1297.105	-121.499	281.651	Measured	1276.504	-116.278	287.815	Measured	1247.188	-107.766	291.917	Measured	1194.263	-89.476	286.115	Measured	1215.673	-172.028	260.153	Measured	1198.953	-148.104	260.078	Measured	1194.88	-165.422	243.692	Measured	1172.28	-136.764	254.236	Measured	1162.716	-142.061	230.162	Measured	1133.061	-114.177	235.518	Measured	1101.172	-44.688	256.34	Measured	1107.783	-64.336	260.937	Measured	1210.87	-480.569	260.171	Measured	1189.208	-491.983	245.95	Measured	1193.84	-506.298	266.61	Measured	1156.87	-513.767	237.545	Measured	1162.398	-523.31	260.953	Measured	1123.865	-541.264	241.858	Measured	1087.591	-601.802	263.589	Measured	1096.608	-581.92	267.161	Measured	1283.439	-536.55	288.35	Measured	1264.446	-543.572	293.3	Measured	1239.553	-551.387	296.847	Measured	1183.586	-569.242	295.583	Measured	1299.905	-578.581	292.031	Measured	1281.858	-585.075	292.093	Measured	1247.38	-588.824	290.56	Measured	1190.618	-596.75	291.604	Measured	1285.37	-599.135	228.201	Measured	1270.522	-606.413	239.094	Measured	1239.065	-612.848	256.717	Measured	1191.503	-615.615	280.356	Measured	1202.295	-577.638	193.478	Measured	1209.549	-596.03	203.283	Measured	1213.728	-617.772	227.802	Measured	1194.827	-630.054	267.68	Measured
1247	6.92222	1198.796	-78.562	194.333	Measured	1216.206	-66.051	203.309	Measured	1229.397	-46.98	221.74	Measured	1201.566	-29.179	265.707	Measured	1299.406	-66.674	225.138	Measured	1252.332	-47.959	254.7	Measured	1282.73	-61.062	238.879	Measured	1199.483	-46.917	276.446	Measured	1310.778	-86.126	287.089	Measured	1289.824	-85.3	290.392	Measured	1255.269	-75.966	287.822	Measured	1199.696	-62.698	284.361	Measured	1297.117	-121.436	281.609	Measured	1276.494	-116.252	287.847	Measured	1247.195	-107.721	291.88	Measured	1194.253	-89.431	286.099	Measured	1215.674	-172.004	260.175	Measured	1198.952	-148.071	260.085	Measured	1194.88	-165.402	243.729	Measured	1172.255	-136.721	254.212	Measured	1162.707	-141.993	230.123	Measured	1133.064	-114.123	235.505	Measured	1101.158	-44.642	256.328	Measured	1107.773	-64.283	260.926	Measured	1210.852	-480.538	260.214	Measured	1189.205	-491.93	245.97	Measured	1193.843	-506.296	266.689	Measured	1156.852	-513.71	237.574	Measured	1162.355	-523.258	261.02	Measured	1123.85	-541.227	241.871	Measured	1087.573	-601.774	263.57	Measured	1096.589	-581.894	267.156	Measured	1283.433	-536.582	288.365	Measured	1264.431	-543.611	293.327	Measured	1239.549	-551.411	296.869	Measured	1183.585	-569.225	295.587	Measured	1299.881	-578.605	291.99	Measured	1281.831	-585.065	292.046	Measured	1247.361	-588.816	290.53	Measured	1190.609	-596.783	291.62	Measured	1285.336	-599.092	228.188	Measured	1270.474	-606.427	239.111	Measured	1239.024	-612.865	256.72	Measured	1191.507	-615.623	280.344	Measured	1202.061	-577.483	193.507	Measured	1209.401	-595.827	203.193	Measured	1213.663	-617.595	227.692	Measured	1194.824	-630.047	267.634	Measured
1248	6.92778	1198.788	-78.5	194.33	Measured	1216.187	-66.053	203.336	Measured	1229.39	-46.935	221.737	Measured	1201.558	-29.174	265.734	Measured	1299.468	-66.646	225.315	Measured	1252.335	-47.948	254.66	Measured	1282.761	-60.782	239.421	Measured	1199.458	-46.878	276.443	Measured	1310.778	-86.092	287.093	Measured	1289.821	-85.24	290.421	Measured	1255.268	-75.938	287.831	Measured	1199.716	-62.679	284.351	Measured	1297.122	-121.384	281.592	Measured	1276.51	-116.242	287.843	Measured	1247.198	-107.685	291.879	Measured	1194.241	-89.402	286.096	Measured	1215.679	-171.989	260.19	Measured	1198.946	-148.068	260.086	Measured	1194.897	-165.388	243.757	Measured	1172.26	-136.679	254.196	Measured	1162.713	-141.945	230.122	Measured	1133.063	-114.115	235.502	Measured	1101.148	-44.617	256.312	Measured	1107.759	-64.262	260.915	Measured	1210.821	-480.525	260.275	Measured	1189.19	-491.91	246.006	Measured	1193.824	-506.299	266.735	Measured	1156.84	-513.688	237.606	Measured	1162.348	-523.223	261.036	Measured	1123.803	-541.214	241.881	Measured	1087.553	-601.762	263.573	Measured	1096.57	-581.894	267.162	Measured	1283.425	-536.627	288.396	Measured	1264.424	-543.653	293.357	Measured	1239.545	-551.44	296.893	Measured	1183.574	-569.235	295.59	Measured	1299.869	-578.64	291.93	Measured	1281.813	-585.085	292.006	Measured	1247.352	-588.843	290.477	Measured	1190.597	-596.808	291.642	Measured	1285.32	-599.143	228.238	Measured	1270.458	-606.436	239.107	Measured	1238.991	-612.889	256.722	Measured	1191.499	-615.648	280.324	Measured	1201.86	-577.42	193.535	Measured	1209.285	-595.714	203.136	Measured	1213.585	-617.516	227.624	Measured	1194.822	-630.062	267.598	Measured
1249	6.93333	1198.788	-78.486	194.345	Measured	1216.203	-66.086	203.41	Measured	1229.382	-46.921	221.77	Measured	1201.554	-29.136	265.747	Measured	1299.609	-66.656	225.541	Measured	1252.337	-47.98	254.663	Measured	1282.762	-60.73	239.528	Measured	1199.452	-46.867	276.442	Measured	1310.78	-86.041	287.095	Measured	1289.822	-85.202	290.429	Measured	1255.279	-75.911	287.823	Measured	1199.712	-62.672	284.376	Measured	1297.123	-121.389	281.608	Measured	1276.531	-116.211	287.845	Measured	1247.145	-107.609	291.898	Measured	1194.238	-89.382	286.114	Measured	1215.698	-171.978	260.182	Measured	1198.96	-148.048	260.093	Measured	1194.902	-165.369	243.751	Measured	1172.271	-136.672	254.212	Measured	1162.716	-141.943	230.116	Measured	1133.073	-114.105	235.498	Measured	1101.142	-44.622	256.315	Measured	1107.757	-64.261	260.919	Measured	1210.81	-480.538	260.343	Measured	1189.172	-491.915	246.065	Measured	1193.823	-506.303	266.784	Measured	1156.827	-513.691	237.653	Measured	1162.359	-523.265	261.063	Measured	1123.789	-541.226	241.919	Measured	1087.54	-601.777	263.596	Measured	1096.563	-581.905	267.186	Measured	1283.429	-536.665	288.413	Measured	1264.416	-543.685	293.369	Measured	1239.542	-551.466	296.91	Measured	1183.559	-569.284	295.615	Measured	1299.849	-578.692	291.908	Measured	1281.802	-585.113	291.994	Measured	1247.345	-588.88	290.464	Measured	1190.588	-596.839	291.657	Measured	1285.296	-599.141	228.22	Measured	1270.442	-606.472	239.093	Measured	1238.962	-612.926	256.703	Measured	1191.493	-615.66	280.297	Measured	1201.707	-577.364	193.536	Measured	1209.524	-595.328	203.169	Measured	1214.416	-615.826	225.911	Measured	1194.823	-630.073	267.556	Measured
1250	6.93889	1198.795	-78.476	194.361	Measured	1216.209	-66.042	203.38	Measured	1229.381	-46.935	221.841	Measured	1201.549	-29.105	265.754	Measured	1299.632	-66.6	225.61	Measured	1252.315	-47.953	254.776	Measured	1282.72	-60.919	239.181	Measured	1199.44	-46.865	276.484	Measured	1310.777	-85.989	287.111	Measured	1289.818	-85.193	290.459	Measured	1255.256	-75.747	287.704	Measured	1199.689	-62.694	284.383	Measured	1297.117	-121.4	281.651	Measured	1276.55	-116.176	287.819	Measured	1247.126	-107.601	291.953	Measured	1194.237	-89.405	286.132	Measured	1215.708	-171.954	260.183	Measured	1198.97	-148.023	260.079	Measured	1194.904	-165.34	243.733	Measured	1172.278	-136.676	254.254	Measured	1162.721	-141.969	230.153	Measured	1133.077	-114.123	235.515	Measured	1101.128	-44.633	256.328	Measured	1107.751	-64.272	260.926	Measured	1210.795	-480.573	260.415	Measured	1189.155	-491.967	246.15	Measured	1193.81	-506.313	266.816	Measured	1156.819	-513.73	237.73	Measured	1162.346	-523.305	261.12	Measured	1123.806	-541.244	241.995	Measured	1087.525	-601.818	263.636	Measured	1096.556	-581.95	267.247	Measured	1283.421	-536.683	288.41	Measured	1264.41	-543.694	293.371	Measured	1239.531	-551.487	296.923	Measured	1183.552	-569.333	295.664	Measured	1299.844	-578.73	291.91	Measured	1281.792	-585.176	292.014	Measured	1247.338	-588.928	290.467	Measured	1190.588	-596.866	291.659	Measured	1285.289	-599.154	228.207	Measured	1270.412	-606.487	239.086	Measured	1238.938	-612.973	256.721	Measured	1191.489	-615.667	280.272	Measured	1201.591	-577.375	193.545	Measured	1209.436	-595.366	203.193	Measured	1214.386	-615.735	225.796	Measured	1194.821	-630.072	267.528	Measured
1251	6.94444	1198.83	-78.48	194.367	Measured	1216.221	-65.981	203.36	Measured	1229.381	-46.966	221.92	Measured	1201.544	-29.052	265.778	Measured	1299.651	-66.594	225.733	Measured	1252.289	-47.916	254.908	Measured	1282.708	-60.894	239.318	Measured	1199.417	-46.859	276.537	Measured	1310.759	-85.937	287.142	Measured	1289.8	-85.173	290.514	Measured	1255.224	-75.725	287.749	Measured	1199.67	-62.682	284.431	Measured	1297.107	-121.387	281.726	Measured	1276.547	-116.129	287.856	Measured	1247.113	-107.604	292.014	Measured	1194.235	-89.41	286.145	Measured	1215.716	-171.939	260.165	Measured	1198.97	-148.006	260.082	Measured	1194.915	-165.306	243.704	Measured	1172.284	-136.693	254.267	Measured	1162.722	-141.995	230.175	Measured	1133.117	-114.135	235.553	Measured	1101.117	-44.645	256.338	Measured	1107.748	-64.288	260.938	Measured	1210.765	-480.598	260.481	Measured	1189.135	-492.001	246.229	Measured	1193.793	-506.303	266.842	Measured	1156.779	-513.766	237.803	Measured	1162.332	-523.313	261.206	Measured	1123.78	-541.263	242.062	Measured	1087.508	-601.839	263.68	Measured	1096.537	-581.982	267.3	Measured	1283.417	-536.683	288.412	Measured	1264.403	-543.694	293.382	Measured	1239.525	-551.474	296.937	Measured	1183.543	-569.364	295.707	Measured	1299.818	-578.77	291.952	Measured	1281.772	-585.213	292.059	Measured	1247.313	-588.956	290.515	Measured	1190.574	-596.866	291.668	Measured	1285.286	-599.194	228.22	Measured	1270.402	-606.514	239.1	Measured	1238.914	-613.006	256.725	Measured	1191.489	-615.667	280.263	Measured	1201.521	-577.361	193.558	Measured	1209.339	-595.393	203.189	Measured	1214.364	-615.665	225.763	Measured	1194.814	-630.066	267.51	Measured
1252	6.95	1198.89	-78.436	194.362	Measured	1216.255	-65.886	203.324	Measured	1229.386	-46.932	221.967	Measured	1201.508	-29.013	265.804	Measured	1299.668	-66.559	225.855	Measured	1252.263	-47.849	255.027	Measured	1282.696	-60.848	239.442	Measured	1199.388	-46.823	276.57	Measured	1310.73	-85.873	287.18	Measured	1289.755	-85.141	290.572	Measured	1255.208	-75.694	287.797	Measured	1199.647	-62.661	284.465	Measured	1297.081	-121.361	281.798	Measured	1276.52	-116.065	287.902	Measured	1247.087	-107.578	292.065	Measured	1194.221	-89.402	286.158	Measured	1215.712	-171.902	260.157	Measured	1198.95	-147.968	260.075	Measured	1194.919	-165.266	243.658	Measured	1172.284	-136.676	254.264	Measured	1162.727	-141.999	230.18	Measured	1133.079	-114.114	235.528	Measured	1101.101	-44.633	256.334	Measured	1107.732	-64.288	260.933	Measured	1210.733	-480.591	260.54	Measured	1189.098	-491.983	246.272	Measured	1193.773	-506.265	266.871	Measured	1156.768	-513.695	237.861	Measured	1162.311	-523.31	261.234	Measured	1123.73	-541.257	242.097	Measured	1087.492	-601.845	263.694	Measured	1096.518	-581.978	267.341	Measured	1283.389	-536.666	288.434	Measured	1264.377	-543.693	293.401	Measured	1239.502	-551.489	296.934	Measured	1183.512	-569.371	295.742	Measured	1299.785	-578.78	292.013	Measured	1281.754	-585.233	292.092	Measured	1247.294	-588.953	290.55	Measured	1190.554	-596.858	291.667	Measured	1285.285	-599.204	228.255	Measured	1270.383	-606.508	239.106	Measured	1238.888	-612.999	256.713	Measured	1191.473	-615.669	280.269	Measured	1201.475	-577.355	193.572	Measured	1209.379	-595.418	203.229	Measured	1214.35	-615.587	225.757	Measured	1194.799	-630.04	267.505	Measured
1253	6.95556	1198.952	-78.401	194.363	Measured	1216.301	-65.799	203.302	Measured	1229.392	-46.841	221.984	Measured	1201.463	-28.965	265.822	Measured	1299.679	-66.484	225.951	Measured	1252.246	-47.781	255.093	Measured	1282.691	-60.781	239.501	Measured	1199.353	-46.77	276.59	Measured	1310.693	-85.795	287.222	Measured	1289.723	-85.071	290.615	Measured	1255.148	-75.72	287.943	Measured	1199.606	-62.623	284.471	Measured	1297.062	-121.292	281.828	Measured	1276.456	-116.012	287.955	Measured	1247.06	-107.522	292.082	Measured	1194.196	-89.368	286.152	Measured	1215.686	-171.848	260.172	Measured	1198.93	-147.934	260.058	Measured	1194.91	-165.223	243.665	Measured	1172.272	-136.639	254.242	Measured	1162.727	-141.947	230.156	Measured	1133.06	-114.078	235.495	Measured	1101.071	-44.603	256.315	Measured	1107.708	-64.251	260.911	Measured	1210.714	-480.563	260.554	Measured	1189.068	-491.941	246.301	Measured	1193.743	-506.242	266.903	Measured	1156.761	-513.637	237.891	Measured	1162.284	-523.275	261.257	Measured	1123.698	-541.231	242.103	Measured	1087.463	-601.81	263.696	Measured	1096.489	-581.943	267.334	Measured	1283.354	-536.639	288.476	Measured	1264.355	-543.668	293.443	Measured	1239.481	-551.45	296.966	Measured	1183.487	-569.33	295.737	Measured	1299.751	-578.736	292.067	Measured	1281.707	-585.224	292.137	Measured	1247.272	-588.918	290.582	Measured	1190.515	-596.848	291.672	Measured	1285.299	-599.246	228.341	Measured	1270.372	-606.506	239.128	Measured	1238.868	-612.974	256.73	Measured	1191.45	-615.641	280.283	Measured	1201.487	-577.319	193.585	Measured	1209.294	-595.341	203.213	Measured	1214.341	-615.528	225.758	Measured	1194.751	-630.021	267.487	Measured
1254	6.96111	1199.025	-78.295	194.361	Measured	1216.337	-65.685	203.294	Measured	1229.399	-46.719	221.985	Measured	1201.422	-28.923	265.855	Measured	1299.705	-66.338	226.026	Measured	1252.231	-47.657	255.11	Measured	1282.691	-60.689	239.516	Measured	1199.31	-46.709	276.58	Measured	1310.652	-85.739	287.289	Measured	1289.692	-84.971	290.654	Measured	1255.102	-75.672	287.982	Measured	1199.575	-62.563	284.46	Measured	1297.037	-121.188	281.876	Measured	1276.388	-115.951	288.021	Measured	1247.038	-107.429	292.085	Measured	1194.177	-89.307	286.14	Measured	1215.666	-171.802	260.198	Measured	1198.913	-147.894	260.083	Measured	1194.902	-165.184	243.674	Measured	1172.264	-136.563	254.238	Measured	1162.715	-141.841	230.104	Measured	1133.049	-114.013	235.464	Measured	1101.048	-44.547	256.278	Measured	1107.687	-64.185	260.877	Measured	1210.696	-480.494	260.555	Measured	1189.054	-491.871	246.294	Measured	1193.732	-506.217	266.935	Measured	1156.753	-513.551	237.869	Measured	1162.27	-523.224	261.238	Measured	1123.689	-541.16	242.07	Measured	1087.441	-601.758	263.666	Measured	1096.46	-581.89	267.297	Measured	1283.317	-536.594	288.534	Measured	1264.328	-543.643	293.497	Measured	1239.464	-551.417	296.989	Measured	1183.459	-569.279	295.725	Measured	1299.722	-578.674	292.144	Measured	1281.681	-585.153	292.161	Measured	1247.246	-588.867	290.593	Measured	1190.468	-596.819	291.684	Measured	1285.313	-599.247	228.434	Measured	1270.368	-606.512	239.197	Measured	1238.857	-612.968	256.78	Measured	1191.426	-615.603	280.299	Measured	1201.522	-577.298	193.597	Measured	1209.318	-595.199	203.19	Measured	1214.348	-615.431	225.778	Measured	1194.721	-629.987	267.504	Measured
